Name,Year of release,Rating,Genre,imdb Url,votes
AVP: Alien vs. Predator,(2004),5.6,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0370263/?ref_=adv_li_tt,"158,988"
Mission: Impossible II,(2000),6.1,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0120755/?ref_=adv_li_tt,"262,817"
Collide,(I) (2016),5.7,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt2126235/?ref_=adv_li_tt,"10,294"
48 Hrs.,(1982),6.9,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0083511/?ref_=adv_li_tt,"58,021"
World War Z 2,,NA,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt3234552/?ref_=adv_li_tt,NA
Goldfinger,(1964),7.8,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0058150/?ref_=adv_li_tt,"148,968"
On Her Majesty's Secret Service,(1969),6.8,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0064757/?ref_=adv_li_tt,"65,737"
Stan Lee's Lucky Man,(2016– ),7.2,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt4800878/?ref_=adv_li_tt,"4,009"
Star Trek: Nemesis,(2002),6.4,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0253754/?ref_=adv_li_tt,"63,147"
1941,(1979),5.9,"
Action, Comedy, War            ",http://www.imdb.com/title/tt0078723/?ref_=adv_li_tt,"27,135"
Desperado,(1995),7.2,"
Action, Thriller            ",http://www.imdb.com/title/tt0112851/?ref_=adv_li_tt,"149,346"
Austin Powers in Goldmember,(2002),6.2,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0295178/?ref_=adv_li_tt,"173,453"
Big Game,(2014),5.4,"
Action, Adventure            ",http://www.imdb.com/title/tt2088003/?ref_=adv_li_tt,"24,998"
Bad Boys II,(2003),6.6,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0172156/?ref_=adv_li_tt,"192,175"
Supergirl,(1984),4.3,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0088206/?ref_=adv_li_tt,"15,520"
Reign of Fire,(2002),6.2,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0253556/?ref_=adv_li_tt,"113,989"
Beverly Hills Cop,(1984),7.3,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0086960/?ref_=adv_li_tt,"137,988"
The Spy Who Dumped Me,(2018),NA,"
Action, Comedy            ",http://www.imdb.com/title/tt6663582/?ref_=adv_li_tt,NA
The Avengers,(1961–1969),8.4,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0054518/?ref_=adv_li_tt,"4,952"
Monster Trucks,(2016),5.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt3095734/?ref_=adv_li_tt,"10,243"
Serbuan maut,(2011),7.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1899353/?ref_=adv_li_tt,"162,440"
Johnny English 3,(2018),NA,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt6921996/?ref_=adv_li_tt,NA
47 Ronin,(2013),6.3,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1335975/?ref_=adv_li_tt,"126,947"
Mr. Right,(I) (2015),6.3,"
Action, Comedy, Romance            ",http://www.imdb.com/title/tt2091935/?ref_=adv_li_tt,"34,458"
Machete,(2010),6.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0985694/?ref_=adv_li_tt,"174,486"
Batman and Harley Quinn,(2017 Video),5.9,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt6556890/?ref_=adv_li_tt,"4,974"
The Iron Giant,(1999),8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0129167/?ref_=adv_li_tt,"141,935"
Swordfish,(2001),6.5,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0244244/?ref_=adv_li_tt,"162,667"
The Chronicles of Riddick,(2004),6.7,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0296572/?ref_=adv_li_tt,"194,933"
Cowboy Ninja Viking,(2019),NA,"
Action, Adventure            ",http://www.imdb.com/title/tt1801045/?ref_=adv_li_tt,NA
Kill Bill: Vol. 3,,NA,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1521225/?ref_=adv_li_tt,NA
American Outlaws,(2001),6,"
Action, Western            ",http://www.imdb.com/title/tt0244000/?ref_=adv_li_tt,"12,635"
Freddy vs. Jason,(2003),5.8,"
Action, Horror, Thriller            ",http://www.imdb.com/title/tt0329101/?ref_=adv_li_tt,"96,404"
The Towering Inferno,(1974),6.9,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0072308/?ref_=adv_li_tt,"32,826"
Tyrant,(2014– ),7.8,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt2568204/?ref_=adv_li_tt,"20,227"
Charlie's Angels,(1976–1981),6.5,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0073972/?ref_=adv_li_tt,"7,604"
Ang-ma-reul bo-at-da,(2010),7.8,"
Action, Drama, Horror            ",http://www.imdb.com/title/tt1588170/?ref_=adv_li_tt,"83,019"
The Bourne Supremacy,(2004),7.8,"
Action, Mystery, Thriller            ",http://www.imdb.com/title/tt0372183/?ref_=adv_li_tt,"382,896"
The Siege of Jadotville,(2016),7.3,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt3922798/?ref_=adv_li_tt,"17,744"
Wild Hogs,(2007),5.9,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0486946/?ref_=adv_li_tt,"104,811"
Quantum Leap,(1989–1993),8.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0096684/?ref_=adv_li_tt,"21,885"
Akira,(1988),8.1,"
Animation, Action, Drama            ",http://www.imdb.com/title/tt0094625/?ref_=adv_li_tt,"120,731"
The 13th Warrior,(1999),6.6,"
Action, Adventure, History            ",http://www.imdb.com/title/tt0120657/?ref_=adv_li_tt,"106,085"
The Black Cauldron,(1985),6.5,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0088814/?ref_=adv_li_tt,"24,702"
Freedom Fighters: The Ray,(2017– ),8.5,"
Action            ",http://www.imdb.com/title/tt5957358/?ref_=adv_li_tt,27
Fauda,(2015– ),8.4,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt4565380/?ref_=adv_li_tt,"3,061"
The Thundermans,(2013– ),5.8,"
Action, Comedy, Family            ",http://www.imdb.com/title/tt2712516/?ref_=adv_li_tt,"2,269"
Hansel & Gretel: Witch Hunters,(2013),6.1,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt1428538/?ref_=adv_li_tt,"172,459"
Paul Blart: Mall Cop 2,(2015),4.4,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt3450650/?ref_=adv_li_tt,"27,644"
The Incredible Hulk,(1978–1982),7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0077031/?ref_=adv_li_tt,"9,587"
After Earth,(2013),4.9,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt1815862/?ref_=adv_li_tt,"170,859"
Safe House,(2012),6.8,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt1599348/?ref_=adv_li_tt,"179,113"
Grand Theft Auto V,(2013 Video Game),9.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt2103188/?ref_=adv_li_tt,"35,134"
Above Suspicion,(2017),NA,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt5688068/?ref_=adv_li_tt,NA
Samurai Jack,(2001–2017),8.5,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0278238/?ref_=adv_li_tt,"34,327"
Tank Girl,(1995),5.3,"
Action, Comedy, Sci-Fi            ",http://www.imdb.com/title/tt0114614/?ref_=adv_li_tt,"26,470"
Last Action Hero,(1993),6.3,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0107362/?ref_=adv_li_tt,"115,627"
Pandorum,(2009),6.8,"
Action, Horror, Mystery            ",http://www.imdb.com/title/tt1188729/?ref_=adv_li_tt,"130,028"
Deep Impact,(1998),6.1,"
Action, Drama, Romance            ",http://www.imdb.com/title/tt0120647/?ref_=adv_li_tt,"143,027"
Open Range,(2003),7.5,"
Action, Drama, Romance            ",http://www.imdb.com/title/tt0316356/?ref_=adv_li_tt,"57,923"
The Postman,(1997),6,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0119925/?ref_=adv_li_tt,"60,306"
Charlie's Angels: Full Throttle,(2003),4.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0305357/?ref_=adv_li_tt,"106,715"
High Noon,(1952),8,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt0044706/?ref_=adv_li_tt,"85,199"
Man of the House,(I) (2005),5.4,"
Action, Comedy            ",http://www.imdb.com/title/tt0331933/?ref_=adv_li_tt,"20,836"
RED 2,(2013),6.7,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1821694/?ref_=adv_li_tt,"137,931"
Crystal Inferno,(2017),4.5,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt4048186/?ref_=adv_li_tt,89
Mortal Kombat,(1995),5.8,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0113855/?ref_=adv_li_tt,"87,686"
Kill Switch,(I) (2017),4.9,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt5464234/?ref_=adv_li_tt,"4,929"
The Mummy: Tomb of the Dragon Emperor,(2008),5.2,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0859163/?ref_=adv_li_tt,"129,794"
Starship Troopers: Traitor of Mars,(2017),5.5,"
Animation, Action, Sci-Fi            ",http://www.imdb.com/title/tt6977240/?ref_=adv_li_tt,"2,910"
Sleight,(2016),5.9,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt4573516/?ref_=adv_li_tt,"4,746"
Wo hu cang long,(2000),7.9,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0190332/?ref_=adv_li_tt,"229,454"
You Don't Mess with the Zohan,(2008),5.5,"
Action, Comedy            ",http://www.imdb.com/title/tt0960144/?ref_=adv_li_tt,"167,506"
Catwoman,(2004),3.3,"
Action, Crime            ",http://www.imdb.com/title/tt0327554/?ref_=adv_li_tt,"94,163"
Guardians of the Galaxy Vol. 3,,NA,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt6791350/?ref_=adv_li_tt,NA
Elektra,(2005),4.8,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0357277/?ref_=adv_li_tt,"76,577"
Lethal Weapon 4,(1998),6.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0122151/?ref_=adv_li_tt,"136,048"
Terminator: The Sarah Connor Chronicles,(2008–2009),7.7,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt0851851/?ref_=adv_li_tt,"53,177"
From Russia with Love,(1963),7.5,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0057076/?ref_=adv_li_tt,"97,509"
Shin Gojira,(2016),6.7,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt4262980/?ref_=adv_li_tt,"12,768"
Cloak & Dagger,(2018– ),NA,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt5614844/?ref_=adv_li_tt,NA
Kung Fu Panda 2,(2011),7.3,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1302011/?ref_=adv_li_tt,"205,694"
X-Men,(1992–1997),8.5,"
Animation, Action, Family            ",http://www.imdb.com/title/tt0103584/?ref_=adv_li_tt,"29,143"
Once Upon a Time in Mexico,(2003),6.4,"
Action, Thriller            ",http://www.imdb.com/title/tt0285823/?ref_=adv_li_tt,"138,257"
The Sorcerer's Apprentice,(2010),6.1,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0963966/?ref_=adv_li_tt,"134,693"
The Purge: Anarchy,(2014),6.5,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt2975578/?ref_=adv_li_tt,"111,499"
Justice League: The Flashpoint Paradox,(2013 Video),8.2,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2820466/?ref_=adv_li_tt,"32,069"
Knight and Day,(2010),6.3,"
Action, Comedy, Romance            ",http://www.imdb.com/title/tt1013743/?ref_=adv_li_tt,"159,048"
Mad Max: The Wasteland,,NA,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt4575512/?ref_=adv_li_tt,NA
In a Valley of Violence,(2016),6,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt3608930/?ref_=adv_li_tt,"9,873"
Instrument of War,(2017),6.1,"
Action, Drama, War            ",http://www.imdb.com/title/tt7078004/?ref_=adv_li_tt,129
Taken 3,(2014),6,"
Action, Thriller            ",http://www.imdb.com/title/tt2446042/?ref_=adv_li_tt,"150,998"
Jericho,(2006–2008),8,"
Action, Drama, Mystery            ",http://www.imdb.com/title/tt0805663/?ref_=adv_li_tt,"49,875"
White House Down,(2013),6.4,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt2334879/?ref_=adv_li_tt,"178,568"
The Covenant,(2006),5.3,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt0475944/?ref_=adv_li_tt,"41,796"
Dirty Harry,(1971),7.8,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0066999/?ref_=adv_li_tt,"123,274"
T.J. Hooker,(1982–1986),6.1,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0083486/?ref_=adv_li_tt,"2,844"
The Running Man,(1987),6.7,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0093894/?ref_=adv_li_tt,"121,513"
Space Cowboys,(2000),6.4,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0186566/?ref_=adv_li_tt,"64,223"
Justice League Unlimited,(2004–2006),8.9,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt6025022/?ref_=adv_li_tt,"2,419"
Marauders,(2016),5.5,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt3963816/?ref_=adv_li_tt,"12,232"
Untitled Spider-Man: Homecoming Sequel,(2019),NA,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt6320628/?ref_=adv_li_tt,NA
Thunderball,(1965),7,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0059800/?ref_=adv_li_tt,"88,618"
Drive Angry,(2011),5.4,"
Action, Fantasy, Thriller            ",http://www.imdb.com/title/tt1502404/?ref_=adv_li_tt,"86,003"
Kickboxer,(1989),6.4,"
Action, Sport, Thriller            ",http://www.imdb.com/title/tt0097659/?ref_=adv_li_tt,"40,927"
Battlefield Earth,(2000),2.4,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0185183/?ref_=adv_li_tt,"68,566"
The Loud House,(2016– ),7.6,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt4859164/?ref_=adv_li_tt,"1,703"
Crank,(2006),7,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0479884/?ref_=adv_li_tt,"210,076"
The Forbidden Kingdom,(2008),6.6,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0865556/?ref_=adv_li_tt,"92,831"
Spawn,(1997),5.2,"
Action, Horror            ",http://www.imdb.com/title/tt0120177/?ref_=adv_li_tt,"56,716"
Teenage Mutant Ninja Turtles,(1990),6.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0100758/?ref_=adv_li_tt,"74,000"
Eragon,(2006),5.1,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0449010/?ref_=adv_li_tt,"112,955"
Salinui chueok,(2003),8.1,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0353969/?ref_=adv_li_tt,"82,262"
In the Heat of the Night,(1988–1995),7.5,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0094484/?ref_=adv_li_tt,"2,572"
Teen Titans: The Judas Contract,(2017 Video),7,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt6315800/?ref_=adv_li_tt,"5,697"
The Poseidon Adventure,(1972),7.1,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0069113/?ref_=adv_li_tt,"35,169"
Torchwood,(2006–2011),7.8,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt0485301/?ref_=adv_li_tt,"35,145"
Kung fu,(2004),7.8,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt0373074/?ref_=adv_li_tt,"107,913"
Death Race,(2008),6.4,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0452608/?ref_=adv_li_tt,"177,771"
Spider-Man,(1994–1998),8.3,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt0112175/?ref_=adv_li_tt,"19,955"
American Ultra,(2015),6.1,"
Action, Comedy, Sci-Fi            ",http://www.imdb.com/title/tt3316948/?ref_=adv_li_tt,"68,842"
Gotham City Sirens,,NA,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt5726658/?ref_=adv_li_tt,NA
The Adventures of Sharkboy and Lavagirl 3-D,(2005),3.5,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt0424774/?ref_=adv_li_tt,"23,010"
Miami Vice,(2006),6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0430357/?ref_=adv_li_tt,"98,058"
The Mechanic,(2011),6.6,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0472399/?ref_=adv_li_tt,"132,781"
Eight Legged Freaks,(2002),5.4,"
Action, Comedy, Horror            ",http://www.imdb.com/title/tt0271367/?ref_=adv_li_tt,"46,720"
Gun Shy,(2017),4,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt3910736/?ref_=adv_li_tt,"1,100"
24: Legacy,(2016– ),6.3,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt5345490/?ref_=adv_li_tt,"7,897"
The Grey,(2011),6.8,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt1601913/?ref_=adv_li_tt,"216,166"
Mind Hunter,(2000 TV Movie),9.1,"
Action            ",http://www.imdb.com/title/tt6134640/?ref_=adv_li_tt,19
Wild Card,(2015),5.6,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt2231253/?ref_=adv_li_tt,"42,069"
Battle Los Angeles,(2011),5.8,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt1217613/?ref_=adv_li_tt,"161,370"
Third Watch,(1999–2005),7.9,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0197182/?ref_=adv_li_tt,"7,926"
Enter the Dragon,(1973),7.7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt0070034/?ref_=adv_li_tt,"83,045"
Beta Test,(I) (2016),5.9,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt4244162/?ref_=adv_li_tt,"9,877"
From Paris with Love,(2010),6.5,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt1179034/?ref_=adv_li_tt,"102,794"
Predator 2,(1990),6.2,"
Action, Horror, Sci-Fi            ",http://www.imdb.com/title/tt0100403/?ref_=adv_li_tt,"118,477"
Small Soldiers,(1998),6.1,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0122718/?ref_=adv_li_tt,"81,777"
Sword Art Online,(2012– ),7.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2250192/?ref_=adv_li_tt,"23,370"
2 Fast 2 Furious,(2003),5.9,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0322259/?ref_=adv_li_tt,"213,523"
Where Eagles Dare,(1968),7.7,"
Action, Adventure, War            ",http://www.imdb.com/title/tt0065207/?ref_=adv_li_tt,"43,870"
Contraband,(2012),6.5,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1524137/?ref_=adv_li_tt,"106,786"
PAW Patrol,(2013– ),6.8,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt3121722/?ref_=adv_li_tt,941
Bad Boys for Life,,NA,"
Action, Comedy, Thriller            ",http://www.imdb.com/title/tt1502397/?ref_=adv_li_tt,NA
Conan the Destroyer,(1984),5.9,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0087078/?ref_=adv_li_tt,"66,701"
Godzilla,(I) (1998),5.3,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0120685/?ref_=adv_li_tt,"161,312"
Superman II,(1980),6.8,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0081573/?ref_=adv_li_tt,"83,712"
Push,(2009),6.1,"
Action, Sci-Fi, Thriller            ",http://www.imdb.com/title/tt0465580/?ref_=adv_li_tt,"95,933"
Yip Man,(2008),8.1,"
Action, Biography, Drama            ",http://www.imdb.com/title/tt1220719/?ref_=adv_li_tt,"186,050"
Dominion,(2014–2015),6.8,"
Action, Drama, Fantasy            ",http://www.imdb.com/title/tt3079768/?ref_=adv_li_tt,"21,108"
Star Wars: Underworld,,NA,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0458291/?ref_=adv_li_tt,NA
The Legend of Zorro,(2005),5.9,"
Action, Adventure, Western            ",http://www.imdb.com/title/tt0386140/?ref_=adv_li_tt,"78,662"
Mad Max Beyond Thunderdome,(1985),6.3,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0089530/?ref_=adv_li_tt,"110,328"
The Tomorrow People,(2013–2014),7.3,"
Action, Drama, Sci-Fi            ",http://www.imdb.com/title/tt2660734/?ref_=adv_li_tt,"31,019"
Over the Top,(1987),5.7,"
Action, Drama, Sport            ",http://www.imdb.com/title/tt0093692/?ref_=adv_li_tt,"41,415"
Underworld: Evolution,(2006),6.7,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt0401855/?ref_=adv_li_tt,"171,075"
The Wild Wild West,(1965–1969),8.2,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt0058855/?ref_=adv_li_tt,"3,209"
Attack the Block,(2011),6.6,"
Action, Comedy, Sci-Fi            ",http://www.imdb.com/title/tt1478964/?ref_=adv_li_tt,"88,392"
How to Train Your Dragon 3,(2019),NA,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt2386490/?ref_=adv_li_tt,NA
Bullitt,(1968),7.5,"
Action, Crime, Mystery            ",http://www.imdb.com/title/tt0062765/?ref_=adv_li_tt,"50,689"
Get the Gringo,(2012),7,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1567609/?ref_=adv_li_tt,"93,285"
Machete Kills,(2013),5.6,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt2002718/?ref_=adv_li_tt,"64,832"
Wayward Sisters,(2018– ),NA,"
Action, Fantasy, Horror            ",http://www.imdb.com/title/tt7171022/?ref_=adv_li_tt,NA
Golmaal Again,(2017),5.2,"
Action, Comedy, Fantasy            ",http://www.imdb.com/title/tt1806913/?ref_=adv_li_tt,"4,156"
Max Steel,(2016),4.6,"
Action, Adventure, Family            ",http://www.imdb.com/title/tt1472584/?ref_=adv_li_tt,"14,112"
Flashpoint,(2008–2012),7.8,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt1059475/?ref_=adv_li_tt,"15,027"
Tôkyô gûru,(2017),6.3,"
Action, Drama, Horror            ",http://www.imdb.com/title/tt5815944/?ref_=adv_li_tt,455
Diamonds Are Forever,(1971),6.7,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0066995/?ref_=adv_li_tt,"80,391"
Jue di tao wang,(2016),5.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt2238032/?ref_=adv_li_tt,"14,119"
Zashchitniki,(2017),3.9,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt4600952/?ref_=adv_li_tt,"7,295"
Ying xiong,(2002),7.9,"
Action, Adventure, History            ",http://www.imdb.com/title/tt0299977/?ref_=adv_li_tt,"158,443"
Never Say Never Again,(1983),6.2,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0086006/?ref_=adv_li_tt,"52,390"
Into the Blue,(2005),5.8,"
Action, Adventure, Crime            ",http://www.imdb.com/title/tt0378109/?ref_=adv_li_tt,"66,962"
Wonder Woman 2,(2019),NA,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt7126948/?ref_=adv_li_tt,NA
3 Days to Kill,(2014),6.2,"
Action, Drama, Thriller            ",http://www.imdb.com/title/tt2172934/?ref_=adv_li_tt,"75,863"
Operation Dunkirk,(2017 Video),3.6,"
Action, History, War            ",http://www.imdb.com/title/tt6836772/?ref_=adv_li_tt,"3,520"
2 Guns,(2013),6.7,"
Action, Comedy, Crime            ",http://www.imdb.com/title/tt1272878/?ref_=adv_li_tt,"170,306"
Gambit,(2019),NA,"
Action, Adventure, Fantasy            ",http://www.imdb.com/title/tt3729594/?ref_=adv_li_tt,NA
iBoy,(2017),6,"
Action, Crime, Sci-Fi            ",http://www.imdb.com/title/tt3171832/?ref_=adv_li_tt,"12,156"
Dragged Across Concrete,(2018),NA,"
Action, Crime, Drama            ",http://www.imdb.com/title/tt6491178/?ref_=adv_li_tt,NA
Horizon: Zero Dawn,(2017 Video Game),9.5,"
Action, Adventure, Sci-Fi            ",http://www.imdb.com/title/tt4044024/?ref_=adv_li_tt,"2,408"
The Rundown,(2003),6.7,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0327850/?ref_=adv_li_tt,"87,895"
Team America: World Police,(2004),7.2,"
Action, Comedy            ",http://www.imdb.com/title/tt0372588/?ref_=adv_li_tt,"143,888"
The Karate Kid Part III,(1989),5,"
Action, Drama, Family            ",http://www.imdb.com/title/tt0097647/?ref_=adv_li_tt,"39,141"
Æon Flux,(2005),5.5,"
Action, Sci-Fi            ",http://www.imdb.com/title/tt0402022/?ref_=adv_li_tt,"115,099"
Octopussy,(1983),6.6,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0086034/?ref_=adv_li_tt,"80,445"
Nanatsu no taizai,(2014– ),8.3,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt3909224/?ref_=adv_li_tt,"6,179"
Fairy Tail,(2009– ),8.2,"
Animation, Action, Adventure            ",http://www.imdb.com/title/tt1528406/?ref_=adv_li_tt,"14,203"
Licence to Kill,(1989),6.6,"
Action, Adventure, Thriller            ",http://www.imdb.com/title/tt0097742/?ref_=adv_li_tt,"79,897"
Revolt,(2017),5.3,"
Action, Sci-Fi, War            ",http://www.imdb.com/title/tt3722614/?ref_=adv_li_tt,"3,003"
Street Fighter,(1994),3.8,"
Action, Adventure, Comedy            ",http://www.imdb.com/title/tt0111301/?ref_=adv_li_tt,"56,464"
Hercules: The Legendary Journeys,(1995–1999),6.5,"
Action, Adventure, Drama            ",http://www.imdb.com/title/tt0111999/?ref_=adv_li_tt,"23,235"
Black Water,(2018),NA,"
Action            ",http://www.imdb.com/title/tt5622412/?ref_=adv_li_tt,NA
Doom,(2005),5.2,"
Action, Adventure, Horror            ",http://www.imdb.com/title/tt0419706/?ref_=adv_li_tt,"93,068"
Injustice 2,(2017 Video Game),9.2,"
Action            ",http://www.imdb.com/title/tt5769154/?ref_=adv_li_tt,931
Lethal Weapon 3,(1992),6.7,"
Action, Crime, Thriller            ",http://www.imdb.com/title/tt0104714/?ref_=adv_li_tt,"137,418"
Mile 22,,NA,"
Action            ",http://www.imdb.com/title/tt4560436/?ref_=adv_li_tt,NA
Untitled Indiana Jones Project,(2020),NA,"
Action, Adventure, Mystery            ",http://www.imdb.com/title/tt1462764/?ref_=adv_li_tt,NA
Jonah Hex,(2010),4.7,"
Action, Drama, Fantasy            ",http://www.imdb.com/title/tt1075747/?ref_=adv_li_tt,"48,903"
Batman vs. Two-Face,(2017 Video),6.1,"
Animation, Action, Comedy            ",http://www.imdb.com/title/tt6142314/?ref_=adv_li_tt,972
